carrier,dep_airport,arr_airport,dep_latitude,dep_longitude,arr_latitude,arr_longitude,dep_datetime_utc,air_time_minutes
AA,DFW,DCA,32.896801,-97.038002,38.8521,-77.037697,2017-01-01 00:00:00,127.0
AA,LAX,DFW,33.94250107,-118.4079971,32.896801,-97.038002,2017-01-01 00:00:00,157.0
DL,MSY,ATL,29.99340057373047,-90.25800323486328,33.6367,-84.428101,2017-01-01 00:00:00,55.0
EV,ICT,IAH,37.649899,-97.433098,29.984399795532227,-95.34140014648438,2017-01-01 00:00:00,94.0
OO,HDN,DEN,40.48120117,-107.2180023,39.861698150635,-104.672996521,2017-01-01 00:00:00,27.0
UA,ORD,EWR,41.9786,-87.9048,40.692501068115234,-74.168701171875,2017-01-01 00:00:00,85.0
VX,LAS,LAX,36.08010101,-115.1520004,33.94250107,-118.4079971,2017-01-01 00:00:00,41.0
WN,MDW,ATL,41.785999,-87.752403,33.6367,-84.428101,2017-01-01 00:00:00,101.0
WN,OAK,PHX,37.721298,-122.221001,33.43429946899414,-112.01200103759766,2017-01-01 00:00:00,88.0
WN,SLC,DEN,40.78839874267578,-111.97799682617188,39.861698150635,-104.672996521,2017-01-01 00:00:00,55.0
AA,MSP,LAX,44.882,-93.221802,33.94250107,-118.4079971,2017-01-01 00:01:00,199.0
DL,MDW,ATL,41.785999,-87.752403,33.6367,-84.428101,2017-01-01 00:01:00,99.0
DL,PHX,ATL,33.43429946899414,-112.01200103759766,33.6367,-84.428101,2017-01-01 00:01:00,175.0
DL,PHX,JFK,33.43429946899414,-112.01200103759766,40.63980103,-73.77890015,2017-01-01 00:01:00,238.0
DL,XNA,ATL,36.281898,-94.306801,33.6367,-84.428101,2017-01-01 00:01:00,87.0
OO,SEA,PHX,47.449001,-122.308998,33.43429946899414,-112.01200103759766,2017-01-01 00:01:00,137.0
OO,SFO,DFW,37.61899948120117,-122.375,32.896801,-97.038002,2017-01-01 00:01:00,187.0
UA,DEN,IAH,39.861698150635,-104.672996521,29.984399795532227,-95.34140014648438,2017-01-01 00:01:00,118.0
VX,SFO,DCA,37.61899948120117,-122.375,38.8521,-77.037697,2017-01-01 00:01:00,267.0
VX,SFO,HNL,37.61899948120117,-122.375,21.32062,-157.924228,2017-01-01 00:01:00,314.0
WN,LAS,BOI,36.08010101,-115.1520004,43.5644,-116.223,2017-01-01 00:01:00,85.0
DL,ABQ,SLC,35.040199,-106.609001,40.78839874267578,-111.97799682617188,2017-01-01 00:02:00,70.0
F9,MSP,DEN,44.882,-93.221802,39.861698150635,-104.672996521,2017-01-01 00:02:00,96.0
UA,SJC,DEN,37.362598,-121.929001,39.861698150635,-104.672996521,2017-01-01 00:02:00,122.0
VX,SFO,EWR,37.61899948120117,-122.375,40.692501068115234,-74.168701171875,2017-01-01 00:02:00,281.0
WN,PHX,HOU,33.43429946899414,-112.01200103759766,29.64539909,-95.27890015,2017-01-01 00:02:00,123.0
AS,KTN,SEA,55.35559845,-131.7140045,47.449001,-122.308998,2017-01-01 00:03:00,110.0
OO,FCA,DEN,48.31050109863281,-114.25599670410156,39.861698150635,-104.672996521,2017-01-01 00:03:00,105.0
OO,HLN,DEN,46.6068000793457,-111.98300170898438,39.861698150635,-104.672996521,2017-01-01 00:03:00,89.0
OO,LAX,AUS,33.94250107,-118.4079971,30.194499969482425,-97.6698989868164,2017-01-01 00:03:00,158.0
OO,OKC,DEN,35.39310073852539,-97.60070037841795,39.861698150635,-104.672996521,2017-01-01 00:03:00,76.0
WN,LAS,LGB,36.08010101,-115.1520004,33.81769943,-118.1520004,2017-01-01 00:03:00,41.0
WN,LAX,HOU,33.94250107,-118.4079971,29.64539909,-95.27890015,2017-01-01 00:03:00,164.0
WN,MSP,DEN,44.882,-93.221802,39.861698150635,-104.672996521,2017-01-01 00:03:00,94.0
WN,SJC,LAS,37.362598,-121.929001,36.08010101,-115.1520004,2017-01-01 00:03:00,57.0
AS,LAS,SEA,36.08010101,-115.1520004,47.449001,-122.308998,2017-01-01 00:04:00,151.0
DL,JAC,SLC,43.6072998046875,-110.73799896240234,40.78839874267578,-111.97799682617188,2017-01-01 00:04:00,46.0
DL,SGF,ATL,37.24570084,-93.38860321,33.6367,-84.428101,2017-01-01 00:04:00,89.0
WN,AMA,DAL,35.219398,-101.706001,32.847099,-96.851799,2017-01-01 00:04:00,46.0
WN,DAL,ATL,32.847099,-96.851799,33.6367,-84.428101,2017-01-01 00:04:00,104.0
EV,GRK,ATL,31.067199707,-97.8289031982,33.6367,-84.428101,2017-01-01 00:05:00,140.0
OO,LAX,RNO,33.94250107,-118.4079971,39.49909973144531,-119.76799774169922,2017-01-01 00:05:00,64.0
UA,ORD,DEN,41.9786,-87.9048,39.861698150635,-104.672996521,2017-01-01 00:05:00,118.0
WN,ICT,STL,37.649899,-97.433098,38.748697,-90.370003,2017-01-01 00:05:00,50.0
WN,MDW,LAS,41.785999,-87.752403,36.08010101,-115.1520004,2017-01-01 00:05:00,197.0
WN,MDW,LAX,41.785999,-87.752403,33.94250107,-118.4079971,2017-01-01 00:05:00,227.0
WN,SAT,MDW,29.533700942993164,-98.46980285644533,41.785999,-87.752403,2017-01-01 00:05:00,119.0
WN,SNA,AUS,33.67570114,-117.8679962,30.194499969482425,-97.6698989868164,2017-01-01 00:05:00,146.0
WN,SNA,OAK,33.67570114,-117.8679962,37.721298,-122.221001,2017-01-01 00:05:00,68.0
NK,BOS,MYR,42.36429977,-71.00520325,33.6796989441,-78.9282989502,2017-01-01 00:06:00,118.0
UA,LAX,IAD,33.94250107,-118.4079971,38.94449997,-77.45580292,2017-01-01 00:06:00,248.0
UA,SJU,IAD,18.4393997192,-66.0018005371,38.94449997,-77.45580292,2017-01-01 00:06:00,215.0
WN,HOU,BWI,29.64539909,-95.27890015,39.1754,-76.668297,2017-01-01 00:06:00,135.0
WN,SAN,LAS,32.7336006165,-117.190002441,36.08010101,-115.1520004,2017-01-01 00:06:00,48.0
AA,AUS,DFW,30.194499969482425,-97.6698989868164,32.896801,-97.038002,2017-01-01 00:07:00,37.0
AA,DEN,PHL,39.861698150635,-104.672996521,39.87189865112305,-75.24109649658203,2017-01-01 00:07:00,178.0
F9,DEN,SFO,39.861698150635,-104.672996521,37.61899948120117,-122.375,2017-01-01 00:07:00,132.0
HA,HNL,OGG,21.32062,-157.924228,20.8986,-156.429993,2017-01-01 00:07:00,22.0
OO,ORD,ATL,41.9786,-87.9048,33.6367,-84.428101,2017-01-01 00:07:00,103.0
OO,SFO,ASE,37.61899948120117,-122.375,39.22320175,-106.8690033,2017-01-01 00:07:00,107.0
UA,MSY,EWR,29.99340057373047,-90.25800323486328,40.692501068115234,-74.168701171875,2017-01-01 00:07:00,137.0
UA,SAN,SFO,32.7336006165,-117.190002441,37.61899948120117,-122.375,2017-01-01 00:07:00,78.0
WN,BHM,MCO,33.56290054,-86.75350189,28.429399490356445,-81.30899810791016,2017-01-01 00:07:00,68.0
WN,BOI,DEN,43.5644,-116.223,39.861698150635,-104.672996521,2017-01-01 00:07:00,86.0
WN,RNO,LAS,39.49909973144531,-119.76799774169922,36.08010101,-115.1520004,2017-01-01 00:07:00,50.0
AA,LAX,JFK,33.94250107,-118.4079971,40.63980103,-73.77890015,2017-01-01 00:08:00,287.0
DL,DEN,MSP,39.861698150635,-104.672996521,44.882,-93.221802,2017-01-01 00:08:00,91.0
NK,LAS,DTW,36.08010101,-115.1520004,42.212398529052734,-83.35340118408203,2017-01-01 00:08:00,207.0
OO,BNA,ORD,36.1245002746582,-86.6781997680664,41.9786,-87.9048,2017-01-01 00:08:00,70.0
OO,BZN,SLC,45.77750015,-111.1529999,40.78839874267578,-111.97799682617188,2017-01-01 00:08:00,63.0
UA,PHX,EWR,33.43429946899414,-112.01200103759766,40.692501068115234,-74.168701171875,2017-01-01 00:08:00,232.0
WN,BUR,DEN,34.20069885253906,-118.35900115966795,39.861698150635,-104.672996521,2017-01-01 00:08:00,109.0
WN,LAS,PHX,36.08010101,-115.1520004,33.43429946899414,-112.01200103759766,2017-01-01 00:08:00,51.0
WN,MDW,FLL,41.785999,-87.752403,26.072599,-80.152702,2017-01-01 00:08:00,156.0
DL,PHX,SLC,33.43429946899414,-112.01200103759766,40.78839874267578,-111.97799682617188,2017-01-01 00:09:00,70.0
DL,SNA,ATL,33.67570114,-117.8679962,33.6367,-84.428101,2017-01-01 00:09:00,213.0
EV,LFT,DFW,30.20529938,-91.98760223,32.896801,-97.038002,2017-01-01 00:09:00,65.0
EV,LNK,ATL,40.85100173950195,-96.75920104980467,33.6367,-84.428101,2017-01-01 00:09:00,126.0
WN,PHX,DEN,33.43429946899414,-112.01200103759766,39.861698150635,-104.672996521,2017-01-01 00:09:00,84.0
AA,LAX,LAS,33.94250107,-118.4079971,36.08010101,-115.1520004,2017-01-01 00:10:00,46.0
AA,STL,ORD,38.748697,-90.370003,41.9786,-87.9048,2017-01-01 00:10:00,46.0
DL,SNA,MSP,33.67570114,-117.8679962,44.882,-93.221802,2017-01-01 00:10:00,184.0
HA,HNL,LIH,21.32062,-157.924228,21.97599983215332,-159.33900451660156,2017-01-01 00:10:00,21.0
NK,IAH,BWI,29.984399795532227,-95.34140014648438,39.1754,-76.668297,2017-01-01 00:10:00,136.0
OO,ASE,LAX,39.22320175,-106.8690033,33.94250107,-118.4079971,2017-01-01 00:10:00,102.0
OO,SLC,SEA,40.78839874267578,-111.97799682617188,47.449001,-122.308998,2017-01-01 00:10:00,98.0
WN,SFO,SAN,37.61899948120117,-122.375,32.7336006165,-117.190002441,2017-01-01 00:10:00,57.0
AA,LAX,DFW,33.94250107,-118.4079971,32.896801,-97.038002,2017-01-01 00:11:00,151.0
F9,MCO,ATL,28.429399490356445,-81.30899810791016,33.6367,-84.428101,2017-01-01 00:11:00,66.0
OO,SEA,BOI,47.449001,-122.308998,43.5644,-116.223,2017-01-01 00:11:00,58.0
UA,LAX,IAH,33.94250107,-118.4079971,29.984399795532227,-95.34140014648438,2017-01-01 00:11:00,169.0
WN,LAS,LAX,36.08010101,-115.1520004,33.94250107,-118.4079971,2017-01-01 00:11:00,41.0
AA,SAT,MIA,29.533700942993164,-98.46980285644533,25.79319953918457,-80.29060363769531,2017-01-01 00:12:00,135.0
EV,XNA,IAH,36.281898,-94.306801,29.984399795532227,-95.34140014648438,2017-01-01 00:12:00,83.0
WN,LAS,MDW,36.08010101,-115.1520004,41.785999,-87.752403,2017-01-01 00:12:00,189.0
AS,SFO,PDX,37.61899948120117,-122.375,45.58869934,-122.5979996,2017-01-01 00:13:00,82.0
B6,JFK,FLL,40.63980103,-73.77890015,26.072599,-80.152702,2017-01-01 00:13:00,146.0
HA,ITO,HNL,19.721399307250977,-155.04800415039062,21.32062,-157.924228,2017-01-01 00:13:00,38.0
OO,DSM,DEN,41.53400039672852,-93.66310119628906,39.861698150635,-104.672996521,2017-01-01 00:13:00,84.0
WN,DEN,ABQ,39.861698150635,-104.672996521,35.040199,-106.609001,2017-01-01 00:13:00,54.0
WN,HOU,DEN,29.64539909,-95.27890015,39.861698150635,-104.672996521,2017-01-01 00:13:00,118.0
WN,PDX,OAK,45.58869934,-122.5979996,37.721298,-122.221001,2017-01-01 00:13:00,75.0
WN,TUS,DEN,32.1161003112793,-110.94100189208984,39.861698150635,-104.672996521,2017-01-01 00:13:00,87.0
OO,SBA,SFO,34.42620087,-119.8399963,37.61899948120117,-122.375,2017-01-01 00:14:00,62.0
UA,BOS,IAH,42.36429977,-71.00520325,29.984399795532227,-95.34140014648438,2017-01-01 00:14:00,239.0
WN,AUS,BWI,30.194499969482425,-97.6698989868164,39.1754,-76.668297,2017-01-01 00:14:00,143.0
WN,MHT,MDW,42.932598,-71.435699,41.785999,-87.752403,2017-01-01 00:14:00,136.0
AA,LAX,AUS,33.94250107,-118.4079971,30.194499969482425,-97.6698989868164,2017-01-01 00:15:00,165.0
AA,RNO,ORD,39.49909973144531,-119.76799774169922,41.9786,-87.9048,2017-01-01 00:15:00,203.0
DL,LAX,KOA,33.94250107,-118.4079971,19.738783,-156.045603,2017-01-01 00:15:00,336.0
F9,DEN,TPA,39.861698150635,-104.672996521,27.975500106811523,-82.533203125,2017-01-01 00:15:00,177.0
HA,HNL,KOA,21.32062,-157.924228,19.738783,-156.045603,2017-01-01 00:15:00,27.0
OO,FAT,SAN,36.77619934082031,-119.71800231933594,32.7336006165,-117.190002441,2017-01-01 00:15:00,46.0
WN,DAL,SJC,32.847099,-96.851799,37.362598,-121.929001,2017-01-01 00:15:00,201.0
WN,ONT,OAK,34.055999755859375,-117.60099792480467,37.721298,-122.221001,2017-01-01 00:15:00,61.0
AA,DFW,MIA,32.896801,-97.038002,25.79319953918457,-80.29060363769531,2017-01-01 00:16:00,135.0
AA,LAS,MIA,36.08010101,-115.1520004,25.79319953918457,-80.29060363769531,2017-01-01 00:16:00,253.0
DL,DEN,JFK,39.861698150635,-104.672996521,40.63980103,-73.77890015,2017-01-01 00:16:00,190.0
OO,ATW,MSP,44.2580986023,-88.5190963745,44.882,-93.221802,2017-01-01 00:16:00,49.0
OO,HLN,SLC,46.6068000793457,-111.98300170898438,40.78839874267578,-111.97799682617188,2017-01-01 00:16:00,75.0
OO,LAX,JAC,33.94250107,-118.4079971,43.6072998046875,-110.73799896240234,2017-01-01 00:16:00,111.0
WN,LAS,BNA,36.08010101,-115.1520004,36.1245002746582,-86.6781997680664,2017-01-01 00:16:00,183.0
WN,MCI,STL,39.2976,-94.713898,38.748697,-90.370003,2017-01-01 00:16:00,37.0
WN,MKE,MCO,42.94720077514648,-87.89659881591797,28.429399490356445,-81.30899810791016,2017-01-01 00:16:00,139.0
AA,DFW,PHL,32.896801,-97.038002,39.87189865112305,-75.24109649658203,2017-01-01 00:17:00,144.0
NK,BQN,FLL,18.49489974975586,-67.12940216064453,26.072599,-80.152702,2017-01-01 00:17:00,127.0
UA,LAX,LIH,33.94250107,-118.4079971,21.97599983215332,-159.33900451660156,2017-01-01 00:17:00,339.0
UA,SFO,LAX,37.61899948120117,-122.375,33.94250107,-118.4079971,2017-01-01 00:17:00,50.0
WN,LAX,RNO,33.94250107,-118.4079971,39.49909973144531,-119.76799774169922,2017-01-01 00:17:00,66.0
AA,DTW,MIA,42.212398529052734,-83.35340118408203,25.79319953918457,-80.29060363769531,2017-01-01 00:18:00,154.0
AA,MSP,CLT,44.882,-93.221802,35.2140007019043,-80.94309997558594,2017-01-01 00:18:00,114.0
EV,AEX,DFW,31.32740020751953,-92.54979705810548,32.896801,-97.038002,2017-01-01 00:18:00,55.0
UA,SLC,IAH,40.78839874267578,-111.97799682617188,29.984399795532227,-95.34140014648438,2017-01-01 00:18:00,157.0
WN,LAS,ATL,36.08010101,-115.1520004,33.6367,-84.428101,2017-01-01 00:18:00,205.0
WN,LAS,SAT,36.08010101,-115.1520004,29.533700942993164,-98.46980285644533,2017-01-01 00:18:00,130.0
WN,OKC,DEN,35.39310073852539,-97.60070037841795,39.861698150635,-104.672996521,2017-01-01 00:18:00,72.0
B6,JFK,SJU,40.63980103,-73.77890015,18.4393997192,-66.0018005371,2017-01-01 00:19:00,181.0
F9,DEN,SEA,39.861698150635,-104.672996521,47.449001,-122.308998,2017-01-01 00:19:00,138.0
UA,LAX,IAD,33.94250107,-118.4079971,38.94449997,-77.45580292,2017-01-01 00:19:00,262.0
WN,PHX,DAL,33.43429946899414,-112.01200103759766,32.847099,-96.851799,2017-01-01 00:19:00,120.0
WN,SLC,PHX,40.78839874267578,-111.97799682617188,33.43429946899414,-112.01200103759766,2017-01-01 00:19:00,77.0
AA,LAX,OGG,33.94250107,-118.4079971,20.8986,-156.429993,2017-01-01 00:20:00,335.0
AA,TUL,DFW,36.19839859008789,-95.88809967041016,32.896801,-97.038002,2017-01-01 00:20:00,48.0
DL,SAN,ATL,32.7336006165,-117.190002441,33.6367,-84.428101,2017-01-01 00:20:00,218.0
UA,BZN,ORD,45.77750015,-111.1529999,41.9786,-87.9048,2017-01-01 00:20:00,137.0
VX,LAX,BOS,33.94250107,-118.4079971,42.36429977,-71.00520325,2017-01-01 00:20:00,289.0
WN,HOU,ATL,29.64539909,-95.27890015,33.6367,-84.428101,2017-01-01 00:20:00,127.0
WN,LAS,MKE,36.08010101,-115.1520004,42.94720077514648,-87.89659881591797,2017-01-01 00:20:00,181.0
WN,LIT,STL,34.729400634799994,-92.2242965698,38.748697,-90.370003,2017-01-01 00:20:00,48.0
WN,OAK,LAX,37.721298,-122.221001,33.94250107,-118.4079971,2017-01-01 00:20:00,51.0
AA,LAX,HNL,33.94250107,-118.4079971,21.32062,-157.924228,2017-01-01 00:21:00,324.0
EV,MSN,EWR,43.13990020751953,-89.3375015258789,40.692501068115234,-74.168701171875,2017-01-01 00:21:00,103.0
OO,DLH,ORD,46.8420982361,-92.1936035156,41.9786,-87.9048,2017-01-01 00:21:00,64.0
AA,SFO,JFK,37.61899948120117,-122.375,40.63980103,-73.77890015,2017-01-01 00:22:00,295.0
B6,LGB,SLC,33.81769943,-118.1520004,40.78839874267578,-111.97799682617188,2017-01-01 00:22:00,87.0
EV,LIT,IAH,34.729400634799994,-92.2242965698,29.984399795532227,-95.34140014648438,2017-01-01 00:22:00,71.0
NK,LAS,DEN,36.08010101,-115.1520004,39.861698150635,-104.672996521,2017-01-01 00:22:00,87.0
OO,BTM,SLC,45.95479965209961,-112.49700164794922,40.78839874267578,-111.97799682617188,2017-01-01 00:22:00,66.0
OO,LAX,BOI,33.94250107,-118.4079971,43.5644,-116.223,2017-01-01 00:22:00,105.0
UA,PHX,DEN,33.43429946899414,-112.01200103759766,39.861698150635,-104.672996521,2017-01-01 00:22:00,82.0
WN,HOU,LAS,29.64539909,-95.27890015,36.08010101,-115.1520004,2017-01-01 00:22:00,170.0
WN,OAK,STL,37.721298,-122.221001,38.748697,-90.370003,2017-01-01 00:22:00,197.0
WN,SAN,DEN,32.7336006165,-117.190002441,39.861698150635,-104.672996521,2017-01-01 00:22:00,112.0
AA,LAX,BOS,33.94250107,-118.4079971,42.36429977,-71.00520325,2017-01-01 00:23:00,306.0
B6,JFK,BQN,40.63980103,-73.77890015,18.49489974975586,-67.12940216064453,2017-01-01 00:23:00,179.0
OO,SAT,SFO,29.533700942993164,-98.46980285644533,37.61899948120117,-122.375,2017-01-01 00:23:00,203.0
OO,SFO,SNA,37.61899948120117,-122.375,33.67570114,-117.8679962,2017-01-01 00:23:00,68.0
UA,LAX,DEN,33.94250107,-118.4079971,39.861698150635,-104.672996521,2017-01-01 00:23:00,119.0
VX,LAX,IAD,33.94250107,-118.4079971,38.94449997,-77.45580292,2017-01-01 00:23:00,257.0
WN,SMF,LAS,38.69540023803711,-121.59100341796876,36.08010101,-115.1520004,2017-01-01 00:23:00,53.0
DL,LAX,MSP,33.94250107,-118.4079971,44.882,-93.221802,2017-01-01 00:24:00,189.0
WN,BNA,TPA,36.1245002746582,-86.6781997680664,27.975500106811523,-82.533203125,2017-01-01 00:24:00,85.0
WN,DSM,STL,41.53400039672852,-93.66310119628906,38.748697,-90.370003,2017-01-01 00:24:00,43.0
WN,HOU,LAX,29.64539909,-95.27890015,33.94250107,-118.4079971,2017-01-01 00:24:00,188.0
WN,LAS,MSY,36.08010101,-115.1520004,29.99340057373047,-90.25800323486328,2017-01-01 00:24:00,185.0
WN,MKE,LAS,42.94720077514648,-87.89659881591797,36.08010101,-115.1520004,2017-01-01 00:24:00,197.0
AA,PHX,CLT,33.43429946899414,-112.01200103759766,35.2140007019043,-80.94309997558594,2017-01-01 00:25:00,194.0
AS,SEA,PHX,47.449001,-122.308998,33.43429946899414,-112.01200103759766,2017-01-01 00:25:00,138.0
DL,RIC,ATL,37.50519943237305,-77.3197021484375,33.6367,-84.428101,2017-01-01 00:25:00,80.0
EV,TUL,IAH,36.19839859008789,-95.88809967041016,29.984399795532227,-95.34140014648438,2017-01-01 00:25:00,81.0
HA,OGG,HNL,20.8986,-156.429993,21.32062,-157.924228,2017-01-01 00:25:00,24.0
OO,JMS,DEN,46.92969894,-98.67819977,39.861698150635,-104.672996521,2017-01-01 00:25:00,91.0
OO,LAX,PHX,33.94250107,-118.4079971,33.43429946899414,-112.01200103759766,2017-01-01 00:25:00,63.0
OO,RDM,SFO,44.2541008,-121.1500015,37.61899948120117,-122.375,2017-01-01 00:25:00,71.0
WN,AUS,ATL,30.194499969482425,-97.6698989868164,33.6367,-84.428101,2017-01-01 00:25:00,138.0
WN,DEN,MDW,39.861698150635,-104.672996521,41.785999,-87.752403,2017-01-01 00:25:00,115.0
WN,ELP,AUS,31.80719948,-106.3779984,30.194499969482425,-97.6698989868164,2017-01-01 00:25:00,72.0
WN,MCI,MSY,39.2976,-94.713898,29.99340057373047,-90.25800323486328,2017-01-01 00:25:00,95.0
WN,ONT,PHX,34.055999755859375,-117.60099792480467,33.43429946899414,-112.01200103759766,2017-01-01 00:25:00,52.0
WN,ORF,MDW,36.89459991455078,-76.20120239257812,41.785999,-87.752403,2017-01-01 00:25:00,109.0
WN,PVD,BWI,41.732601,-71.420403,39.1754,-76.668297,2017-01-01 00:25:00,58.0
WN,TUL,DEN,36.19839859008789,-95.88809967041016,39.861698150635,-104.672996521,2017-01-01 00:25:00,80.0
DL,BNA,ATL,36.1245002746582,-86.6781997680664,33.6367,-84.428101,2017-01-01 00:26:00,56.0
OO,FAT,DEN,36.77619934082031,-119.71800231933594,39.861698150635,-104.672996521,2017-01-01 00:26:00,121.0
OO,RDM,LAX,44.2541008,-121.1500015,33.94250107,-118.4079971,2017-01-01 00:26:00,98.0
WN,ATL,MDW,33.6367,-84.428101,41.785999,-87.752403,2017-01-01 00:26:00,84.0
WN,LAX,PDX,33.94250107,-118.4079971,45.58869934,-122.5979996,2017-01-01 00:26:00,127.0
WN,PWM,BWI,43.64619827,-70.30930328,39.1754,-76.668297,2017-01-01 00:26:00,72.0
WN,SAN,SFO,32.7336006165,-117.190002441,37.61899948120117,-122.375,2017-01-01 00:26:00,74.0
AA,AUS,MIA,30.194499969482425,-97.6698989868164,25.79319953918457,-80.29060363769531,2017-01-01 00:27:00,134.0
AA,LAX,PHL,33.94250107,-118.4079971,39.87189865112305,-75.24109649658203,2017-01-01 00:27:00,269.0
B6,JFK,RSW,40.63980103,-73.77890015,26.53619956970215,-81.75520324707031,2017-01-01 00:27:00,168.0
B6,MCO,EWR,28.429399490356445,-81.30899810791016,40.692501068115234,-74.168701171875,2017-01-01 00:27:00,119.0
DL,LAX,JFK,33.94250107,-118.4079971,40.63980103,-73.77890015,2017-01-01 00:27:00,292.0
HA,PDX,HNL,45.58869934,-122.5979996,21.32062,-157.924228,2017-01-01 00:27:00,333.0
HA,SFO,HNL,37.61899948120117,-122.375,21.32062,-157.924228,2017-01-01 00:27:00,352.0
OO,GJT,SLC,39.1223983765,-108.527000427,40.78839874267578,-111.97799682617188,2017-01-01 00:27:00,37.0
OO,GRB,MSP,44.48509979248047,-88.12960052490234,44.882,-93.221802,2017-01-01 00:27:00,54.0
OO,SLC,DEN,40.78839874267578,-111.97799682617188,39.861698150635,-104.672996521,2017-01-01 00:27:00,59.0
WN,ALB,BWI,42.74829864501953,-73.80169677734375,39.1754,-76.668297,2017-01-01 00:27:00,61.0
WN,BDL,BWI,41.9388999939,-72.68319702149999,39.1754,-76.668297,2017-01-01 00:27:00,53.0
WN,GRR,BWI,42.88079834,-85.52279663,39.1754,-76.668297,2017-01-01 00:27:00,69.0
WN,MSY,DAL,29.99340057373047,-90.25800323486328,32.847099,-96.851799,2017-01-01 00:27:00,70.0
DL,CMH,ATL,39.998001,-82.891899,33.6367,-84.428101,2017-01-01 00:28:00,75.0
DL,SFO,MSP,37.61899948120117,-122.375,44.882,-93.221802,2017-01-01 00:28:00,181.0
EV,BTV,EWR,44.4719009399,-73.15329742429999,40.692501068115234,-74.168701171875,2017-01-01 00:28:00,50.0
EV,JAN,IAH,32.3111991882,-90.0758972168,29.984399795532227,-95.34140014648438,2017-01-01 00:28:00,62.0
F9,PHX,PDX,33.43429946899414,-112.01200103759766,45.58869934,-122.5979996,2017-01-01 00:28:00,145.0
OO,FCA,SLC,48.31050109863281,-114.25599670410156,40.78839874267578,-111.97799682617188,2017-01-01 00:28:00,96.0
UA,BWI,IAH,39.1754,-76.668297,29.984399795532227,-95.34140014648438,2017-01-01 00:28:00,185.0
UA,SFO,ORD,37.61899948120117,-122.375,41.9786,-87.9048,2017-01-01 00:28:00,213.0
WN,CLE,DEN,41.4117012024,-81.8498001099,39.861698150635,-104.672996521,2017-01-01 00:28:00,167.0
WN,LAS,SNA,36.08010101,-115.1520004,33.67570114,-117.8679962,2017-01-01 00:28:00,40.0
WN,RNO,LAX,39.49909973144531,-119.76799774169922,33.94250107,-118.4079971,2017-01-01 00:28:00,57.0
WN,SNA,DAL,33.67570114,-117.8679962,32.847099,-96.851799,2017-01-01 00:28:00,150.0
AS,ANC,SEA,61.17440032958984,-149.99600219726562,47.449001,-122.308998,2017-01-01 00:29:00,186.0
DL,BIL,MSP,45.80770111083984,-108.54299926757812,44.882,-93.221802,2017-01-01 00:29:00,98.0
DL,LAX,HNL,33.94250107,-118.4079971,21.32062,-157.924228,2017-01-01 00:29:00,346.0
DL,MCO,DTW,28.429399490356445,-81.30899810791016,42.212398529052734,-83.35340118408203,2017-01-01 00:29:00,126.0
DL,STL,MSP,38.748697,-90.370003,44.882,-93.221802,2017-01-01 00:29:00,69.0
OO,BOI,LAX,43.5644,-116.223,33.94250107,-118.4079971,2017-01-01 00:29:00,109.0
OO,PSC,MSP,46.26470184326172,-119.11900329589844,44.882,-93.221802,2017-01-01 00:29:00,151.0
OO,SEA,TUS,47.449001,-122.308998,32.1161003112793,-110.94100189208984,2017-01-01 00:29:00,145.0
UA,SEA,SFO,47.449001,-122.308998,37.61899948120117,-122.375,2017-01-01 00:29:00,95.0
WN,BOS,BWI,42.36429977,-71.00520325,39.1754,-76.668297,2017-01-01 00:29:00,75.0
WN,BOS,MDW,42.36429977,-71.00520325,41.785999,-87.752403,2017-01-01 00:29:00,146.0
WN,HRL,HOU,26.228500366210938,-97.65440368652344,29.64539909,-95.27890015,2017-01-01 00:29:00,41.0
WN,OAK,SNA,37.721298,-122.221001,33.67570114,-117.8679962,2017-01-01 00:29:00,59.0
WN,PVD,MDW,41.732601,-71.420403,41.785999,-87.752403,2017-01-01 00:29:00,141.0
DL,RSW,ATL,26.53619956970215,-81.75520324707031,33.6367,-84.428101,2017-01-01 00:30:00,77.0
EV,SHV,ATL,32.446602,-93.8256,33.6367,-84.428101,2017-01-01 00:30:00,99.0
NK,MSP,ORD,44.882,-93.221802,41.9786,-87.9048,2017-01-01 00:30:00,54.0
OO,MKE,MSP,42.94720077514648,-87.89659881591797,44.882,-93.221802,2017-01-01 00:30:00,51.0
OO,SFO,BUR,37.61899948120117,-122.375,34.20069885253906,-118.35900115966795,2017-01-01 00:30:00,49.0
OO,SJC,SAN,37.362598,-121.929001,32.7336006165,-117.190002441,2017-01-01 00:30:00,59.0
UA,SFO,EWR,37.61899948120117,-122.375,40.692501068115234,-74.168701171875,2017-01-01 00:30:00,271.0
WN,BDL,MDW,41.9388999939,-72.68319702149999,41.785999,-87.752403,2017-01-01 00:30:00,127.0
WN,BUF,MDW,42.94049835,-78.73220062,41.785999,-87.752403,2017-01-01 00:30:00,83.0
AA,JAC,DFW,43.6072998046875,-110.73799896240234,32.896801,-97.038002,2017-01-01 00:31:00,136.0
AA,LAX,ORD,33.94250107,-118.4079971,41.9786,-87.9048,2017-01-01 00:31:00,204.0
AA,RDU,DFW,35.87760162353516,-78.7874984741211,32.896801,-97.038002,2017-01-01 00:31:00,182.0
B6,BOS,FLL,42.36429977,-71.00520325,26.072599,-80.152702,2017-01-01 00:31:00,179.0
